id,manager_slug,date_created,user_id,comment
1254,default,"2014-07-23 14:10:55",3,
1255,default,"2014-07-23 14:10:55",3,
1257,default,"2014-07-23 14:10:57",3,
1259,default,"2014-07-23 14:11:08",3,
1260,default,"2014-07-23 14:11:08",3,
1263,default,"2014-07-23 14:11:35",3,
1264,default,"2014-07-23 14:11:36",3,
1273,default,"2014-07-23 14:15:44",3,
1274,default,"2014-07-23 14:15:44",3,
1277,default,"2014-07-23 14:15:47",3,
1278,default,"2014-07-23 14:16:21",3,
1279,default,"2014-07-23 14:16:21",3,
1280,default,"2014-07-23 14:16:26",3,
1282,default,"2014-07-23 14:16:27",3,
1287,default,"2014-07-23 14:16:47",3,
1288,default,"2014-07-23 14:16:48",3,
1291,default,"2014-07-23 14:16:50",3,
1292,default,"2014-07-23 14:17:17",3,
1293,default,"2014-07-23 14:17:17",3,
1296,default,"2014-07-23 14:17:53",3,
1297,default,"2014-07-23 14:17:53",3,
1301,default,"2014-07-23 14:18:07",3,
1303,default,"2014-07-23 14:19:51",3,
1304,default,"2014-07-23 14:20:09",3,
1305,default,"2014-07-23 14:20:09",3,
1308,default,"2014-07-23 14:22:45",3,
1309,default,"2014-07-23 14:22:45",3,
1312,default,"2014-07-23 14:23:04",3,
1313,default,"2014-07-23 14:23:04",3,
1318,default,"2014-07-23 14:25:50",3,
1322,default,"2014-07-23 14:26:38",3,
1391,default,"2014-07-24 16:58:26",3,
1417,default,"2014-07-24 17:00:13",3,
1423,default,"2014-07-24 17:01:21",3,
1426,default,"2014-07-24 17:01:47",3,
1429,default,"2014-07-24 17:02:18",3,
1432,default,"2014-07-24 17:02:31",3,
1440,default,"2014-07-24 17:03:21",3,
1443,default,"2014-07-24 17:03:31",3,
1446,default,"2014-07-24 17:04:13",3,
1449,default,"2014-07-24 17:04:35",3,
1454,default,"2014-07-24 17:08:34",3,
1457,default,"2014-07-24 17:08:42",3,
1460,default,"2014-07-24 17:08:56",3,
1463,default,"2014-07-24 17:09:00",3,
1464,default,"2014-07-24 17:09:06",3,
1469,default,"2014-07-24 17:11:53",3,
1474,default,"2014-07-24 17:12:08",3,
1478,default,"2014-07-24 17:12:22",3,
1480,default,"2014-07-24 17:12:31",3,
1485,default,"2014-07-24 17:12:45",3,
1489,default,"2014-07-24 17:15:07",3,
1494,default,"2014-07-24 17:15:27",3,
1525,default,"2014-07-24 17:27:15",3,
1532,default,"2014-07-24 18:42:44",3,
1535,default,"2014-07-24 18:42:51",3,
1536,default,"2014-07-24 18:43:04",3,
1544,default,"2014-07-24 18:45:52",3,
1545,default,"2014-07-24 18:45:52",3,
1548,default,"2014-07-24 18:45:58",3,
1549,default,"2014-07-24 18:46:29",3,
1550,default,"2014-07-24 18:46:29",3,
1553,default,"2014-07-24 18:47:54",3,
1555,default,"2014-07-24 18:47:55",3,
1558,default,"2014-07-24 18:48:00",3,
1560,default,"2014-07-24 18:48:01",3,
1561,default,"2014-07-24 18:48:01",3,
1562,default,"2014-07-24 18:48:17",3,
1563,default,"2014-07-24 18:48:17",3,
1568,default,"2014-07-24 18:48:52",3,
1572,default,"2014-07-24 18:49:53",3,
1573,default,"2014-07-24 18:49:53",3,
1576,default,"2014-07-24 18:49:56",3,
1577,default,"2014-07-24 18:51:13",3,
1578,default,"2014-07-24 18:51:13",3,
1581,default,"2014-07-24 18:51:17",3,
1582,default,"2014-07-24 18:51:17",3,
1585,default,"2014-07-24 18:52:13",3,
1586,default,"2014-07-24 18:52:13",3,
1592,default,"2014-07-24 18:54:09",3,
1593,default,"2014-07-24 18:54:09",3,
1617,default,"2014-07-25 13:22:34",3,
1618,default,"2014-07-25 13:22:35",3,
1621,default,"2014-07-25 13:22:37",3,
1622,default,"2014-07-25 13:22:47",3,
1623,default,"2014-07-25 13:22:47",3,
1626,default,"2014-07-25 13:26:00",3,
1627,default,"2014-07-25 13:26:00",3,
1630,default,"2014-07-25 13:28:02",3,
1632,default,"2014-07-25 13:28:02",3,
1637,default,"2014-07-25 13:30:26",3,
1638,default,"2014-07-25 13:30:26",3,
1640,default,"2014-07-25 13:30:29",3,
1642,default,"2014-07-25 13:30:56",3,
1643,default,"2014-07-25 13:30:57",3,
1647,default,"2014-07-25 13:35:13",3,
1648,default,"2014-07-25 13:35:13",3,
1650,default,"2014-07-25 13:35:16",3,
1652,default,"2014-07-25 13:35:20",3,
1653,default,"2014-07-25 13:35:21",3,
1660,default,"2014-07-25 13:35:59",3,
1661,default,"2014-07-25 13:36:00",3,
1663,default,"2014-07-25 13:36:04",3,
1665,default,"2014-07-25 13:36:17",3,
1666,default,"2014-07-25 13:36:17",3,
1669,default,"2014-07-25 13:40:36",3,
1670,default,"2014-07-25 13:40:36",3,
1674,default,"2014-07-25 13:40:53",3,
1676,default,"2014-07-25 13:41:55",3,
1677,default,"2014-07-25 13:41:56",3,
1682,default,"2014-07-25 13:43:03",3,
1686,default,"2014-07-25 13:43:32",3,
1687,default,"2014-07-25 13:44:28",3,
1688,default,"2014-07-25 13:44:28",3,
1691,default,"2014-07-25 13:44:35",3,
1692,default,"2014-07-25 13:44:35",3,
1704,default,"2014-07-25 13:46:29",3,
1705,default,"2014-07-25 13:46:30",3,
1708,default,"2014-07-25 13:46:31",3,
1710,default,"2014-07-25 13:46:33",3,
1712,default,"2014-07-25 13:48:31",3,
1714,default,"2014-07-25 13:48:32",3,
1716,default,"2014-07-25 13:48:54",3,
1717,default,"2014-07-25 13:48:55",3,
1723,default,"2014-07-25 13:53:02",3,
1724,default,"2014-07-25 13:53:13",3,
1725,default,"2014-07-25 13:53:13",3,
1819,default,"2014-07-25 21:36:02",3,
1822,default,"2014-07-25 21:36:07",3,
1823,default,"2014-07-25 21:38:10",3,
1962,default,"2014-07-25 22:10:39",16,
1978,default,"2014-07-25 22:13:40",16,
1979,default,"2014-07-25 22:14:11",16,
1982,default,"2014-07-25 22:14:18",16,
2174,default,"2014-07-25 22:52:03",26,
2211,default,"2014-07-25 22:52:47",26,
2219,default,"2014-07-25 22:52:56",16,
2262,default,"2014-07-25 22:53:52",16,
2266,default,"2014-07-25 22:53:56",26,
2270,default,"2014-07-25 22:54:00",16,
2277,default,"2014-07-25 22:54:07",26,
2283,default,"2014-07-25 22:54:16",26,
2302,default,"2014-07-25 22:54:36",26,
2340,default,"2014-07-25 22:55:36",26,
2345,default,"2014-07-25 22:55:49",26,
2347,default,"2014-07-25 22:56:20",26,
2349,default,"2014-07-25 22:56:31",26,
2355,default,"2014-07-25 22:56:59",26,
2359,default,"2014-07-25 22:57:11",26,
2361,default,"2014-07-25 22:57:17",16,
2369,default,"2014-07-25 22:57:47",26,
2371,default,"2014-07-25 22:57:53",26,
2373,default,"2014-07-25 22:57:55",16,
2383,default,"2014-07-25 22:59:18",16,
2390,default,"2014-07-25 23:00:23",26,
2420,default,"2014-07-25 23:03:03",26,
2425,default,"2014-07-25 23:03:24",28,
2427,default,"2014-07-25 23:03:27",28,
2429,default,"2014-07-25 23:03:42",28,
2436,default,"2014-07-25 23:04:43",28,
2438,default,"2014-07-25 23:04:50",28,
2445,default,"2014-07-25 23:06:23",28,
2449,default,"2014-07-25 23:06:44",28,
2451,default,"2014-07-25 23:06:48",28,
2458,default,"2014-07-25 23:07:24",28,
2460,default,"2014-07-25 23:07:38",28,
2461,default,"2014-07-25 23:07:40",28,
2465,default,"2014-07-25 23:07:51",28,
2472,default,"2014-07-25 23:08:30",26,
2474,default,"2014-07-25 23:08:36",28,
2489,default,"2014-07-25 23:24:32",28,
2491,default,"2014-07-25 23:24:37",28,
2495,default,"2014-07-25 23:25:20",28,
2497,default,"2014-07-25 23:25:23",28,
2499,default,"2014-07-25 23:25:27",28,
2500,default,"2014-07-25 23:25:32",28,
2506,default,"2014-07-25 23:26:04",28,
2508,default,"2014-07-25 23:26:05",28,
2514,default,"2014-07-25 23:26:26",16,
2517,default,"2014-07-25 23:30:00",28,
2528,default,"2014-07-26 02:38:47",3,
2530,default,"2014-07-26 02:38:53",3,
3001,default,"2014-07-26 18:46:39",28,
3038,default,"2014-07-26 18:47:15",28,
3046,default,"2014-07-26 18:47:36",28,
3090,default,"2014-07-28 12:02:47",28,
3094,default,"2014-07-28 12:03:13",28,
3095,default,"2014-07-28 12:03:13",28,
3098,default,"2014-07-28 12:04:05",28,
3099,default,"2014-07-28 12:04:51",28,
3100,default,"2014-07-28 12:04:51",28,
3103,default,"2014-07-28 12:05:28",28,
3105,default,"2014-07-28 12:05:29",28,
3107,default,"2014-07-28 12:06:46",28,
3108,default,"2014-07-28 12:06:46",28,
3111,default,"2014-07-28 12:07:32",28,
3112,default,"2014-07-28 12:07:33",28,
3115,default,"2014-07-28 12:13:53",28,
3116,default,"2014-07-28 12:13:53",28,
3119,default,"2014-07-28 12:14:20",28,
3121,default,"2014-07-28 12:14:21",28,
3123,default,"2014-07-28 12:14:38",28,
3124,default,"2014-07-28 12:14:39",28,
3127,default,"2014-07-28 12:15:07",28,
3128,default,"2014-07-28 12:15:07",28,
3133,default,"2014-07-28 12:18:40",28,
3135,default,"2014-07-28 12:20:55",28,
3136,default,"2014-07-28 12:20:55",28,
3138,default,"2014-07-28 12:20:57",28,
3140,default,"2014-07-28 12:23:42",28,
3141,default,"2014-07-28 12:23:42",28,
3144,default,"2014-07-28 12:23:46",28,
3145,default,"2014-07-28 12:24:00",28,
3146,default,"2014-07-28 12:24:00",28,
3149,default,"2014-07-28 12:24:08",28,
3150,default,"2014-07-28 12:24:09",28,
3156,default,"2014-07-28 12:25:31",28,
3157,default,"2014-07-28 12:25:32",28,
3176,default,"2014-07-28 14:01:09",28,
3203,default,"2014-07-28 14:36:29",28,
3204,default,"2014-07-28 14:36:30",28,
3207,default,"2014-07-28 14:36:49",28,
3208,default,"2014-07-28 14:37:59",28,
3210,default,"2014-07-28 14:38:00",28,
3213,default,"2014-07-28 14:38:52",28,
3214,default,"2014-07-28 14:38:53",28,
3216,default,"2014-07-28 14:41:58",28,
3217,default,"2014-07-28 14:41:58",28,
3220,default,"2014-07-28 14:42:03",28,
3221,default,"2014-07-28 14:42:04",28,
3224,default,"2014-07-28 14:42:32",28,
3225,default,"2014-07-28 14:42:33",28,
3230,default,"2014-07-28 14:43:34",28,
3234,default,"2014-07-28 14:45:42",28,
3235,default,"2014-07-28 14:45:48",28,
3236,default,"2014-07-28 14:45:48",28,
3241,default,"2014-07-28 14:46:27",28,
3242,default,"2014-07-28 14:46:28",28,
3245,default,"2014-07-28 14:46:44",28,
3246,default,"2014-07-28 14:47:10",28,
3247,default,"2014-07-28 14:47:10",28,
3250,default,"2014-07-28 14:47:47",28,
3251,default,"2014-07-28 14:47:47",28,
3254,default,"2014-07-28 14:48:39",28,
3255,default,"2014-07-28 14:48:39",28,
3258,default,"2014-07-28 14:50:07",28,
3259,default,"2014-07-28 14:50:07",28,
3262,default,"2014-07-28 14:51:57",28,
3263,default,"2014-07-28 14:51:57",28,
3293,default,"2014-07-28 14:55:43",28,
3294,default,"2014-07-28 14:55:43",28,
3297,default,"2014-07-28 14:55:47",28,
3298,default,"2014-07-28 14:56:37",28,
3299,default,"2014-07-28 14:56:38",28,
3302,default,"2014-07-28 14:57:02",28,
3303,default,"2014-07-28 14:57:02",28,
3328,default,"2014-07-28 15:08:35",28,
3331,default,"2014-07-28 15:09:37",28,
3337,default,"2014-07-28 15:10:28",28,
3340,default,"2014-07-28 15:11:53",28,
3342,default,"2014-07-28 15:12:53",28,
3343,default,"2014-07-28 15:12:54",28,
3346,default,"2014-07-28 15:14:03",28,
3348,default,"2014-07-28 15:14:03",28,
3350,default,"2014-07-28 15:14:12",28,
3351,default,"2014-07-28 15:14:13",28,
3352,default,"2014-07-28 15:14:19",28,
3353,default,"2014-07-28 15:14:19",28,
3358,default,"2014-07-28 15:14:50",28,
3359,default,"2014-07-28 15:14:50",28,
3361,default,"2014-07-28 15:14:52",28,
3363,default,"2014-07-28 15:17:13",28,
3364,default,"2014-07-28 15:17:13",28,
3367,default,"2014-07-28 15:19:58",28,
3368,default,"2014-07-28 15:19:58",28,
3379,default,"2014-07-28 15:21:04",28,
3380,default,"2014-07-28 15:21:05",28,
3383,default,"2014-07-28 15:21:08",28,
3384,default,"2014-07-28 15:21:20",28,
3385,default,"2014-07-28 15:21:20",28,
3388,default,"2014-07-28 15:21:20",28,
3389,default,"2014-07-28 15:21:21",28,
3390,default,"2014-07-28 15:21:22",28,
3391,default,"2014-07-28 15:21:22",28,
3395,default,"2014-07-28 15:21:49",28,
3396,default,"2014-07-28 15:21:50",28,
3398,default,"2014-07-28 15:22:27",28,
3399,default,"2014-07-28 15:22:27",28,
3401,default,"2014-07-28 15:22:59",28,
3402,default,"2014-07-28 15:22:59",28,
3404,default,"2014-07-28 15:23:02",28,
3405,default,"2014-07-28 15:23:22",28,
3406,default,"2014-07-28 15:23:22",28,
3409,default,"2014-07-28 15:23:27",28,
3410,default,"2014-07-28 15:23:29",28,
3411,default,"2014-07-28 15:23:30",28,
3414,default,"2014-07-28 15:26:03",28,
3415,default,"2014-07-28 15:26:04",28,
3418,default,"2014-07-28 15:26:06",28,
3419,default,"2014-07-28 15:26:08",28,
3420,default,"2014-07-28 15:26:08",28,
3421,default,"2014-07-28 15:26:25",28,
3422,default,"2014-07-28 15:26:26",28,
3425,default,"2014-07-28 15:26:49",28,
3427,default,"2014-07-28 15:26:50",28,
3431,default,"2014-07-28 15:27:50",28,
3432,default,"2014-07-28 15:28:16",28,
3433,default,"2014-07-28 15:28:16",28,
3456,default,"2014-07-28 15:47:56",28,
3460,default,"2014-07-28 15:48:26",28,
3461,default,"2014-07-28 15:48:26",28,
3477,default,"2014-07-28 15:53:04",3,
3478,default,"2014-07-28 15:53:04",3,
3481,default,"2014-07-28 15:53:06",3,
3482,default,"2014-07-28 15:53:16",3,
3483,default,"2014-07-28 15:53:16",3,
3486,default,"2014-07-28 15:53:41",3,
3487,default,"2014-07-28 15:53:42",3,
3491,default,"2014-07-28 15:55:56",3,
3492,default,"2014-07-28 15:55:56",3,
3494,default,"2014-07-28 15:55:58",3,
3495,default,"2014-07-28 15:56:02",3,
3496,default,"2014-07-28 15:56:03",3,
3500,default,"2014-07-28 15:57:14",3,
3503,default,"2014-07-28 15:59:30",3,
3504,default,"2014-07-28 15:59:30",3,
3506,default,"2014-07-28 15:59:32",3,
3507,default,"2014-07-28 15:59:41",3,
3508,default,"2014-07-28 15:59:41",3,
3516,default,"2014-07-28 16:02:22",3,
3517,default,"2014-07-28 16:02:22",3,
3519,default,"2014-07-28 16:02:25",3,
3521,default,"2014-07-28 16:02:30",3,
3522,default,"2014-07-28 16:02:31",3,
3523,default,"2014-07-28 16:02:58",3,
3524,default,"2014-07-28 16:02:59",3,
3527,default,"2014-07-28 16:03:31",3,
3528,default,"2014-07-28 16:03:31",3,
3534,default,"2014-07-28 16:04:14",3,
3535,default,"2014-07-28 16:04:14",3,
3537,default,"2014-07-28 16:04:17",3,
3539,default,"2014-07-28 16:04:48",3,
3540,default,"2014-07-28 16:04:49",3,
3543,default,"2014-07-28 16:05:14",3,
3544,default,"2014-07-28 16:05:14",3,
3550,default,"2014-07-28 16:06:04",3,
3551,default,"2014-07-28 16:06:04",3,
3553,default,"2014-07-28 16:06:07",3,
3555,default,"2014-07-28 16:06:08",3,
3556,default,"2014-07-28 16:06:08",3,
3558,default,"2014-07-28 16:06:12",3,
3560,default,"2014-07-28 16:06:14",3,
3561,default,"2014-07-28 16:06:14",3,
3573,default,"2014-07-28 17:24:35",3,
3576,default,"2014-07-28 17:25:02",3,
3577,default,"2014-07-28 17:25:07",3,
3578,default,"2014-07-28 17:25:10",3,
3597,default,"2014-07-28 19:09:05",3,
3600,default,"2014-07-28 19:09:22",3,
3606,default,"2014-07-28 19:22:14",3,
3609,default,"2014-07-28 19:24:00",3,
3611,default,"2014-07-28 19:24:30",3,
3614,default,"2014-07-28 19:25:15",3,
3620,default,"2014-07-28 19:30:43",3,
3623,default,"2014-07-28 19:30:46",3,
3626,default,"2014-07-28 19:30:53",3,
3630,default,"2014-07-28 19:31:43",3,
3632,default,"2014-07-28 19:31:52",3,
3658,default,"2014-07-28 20:09:54",3,
3661,default,"2014-07-28 20:09:58",3,
3663,default,"2014-07-28 20:10:59",3,
3664,default,"2014-07-28 20:10:59",3,
3667,default,"2014-07-28 20:11:25",3,
3668,default,"2014-07-28 20:11:25",3,
3671,default,"2014-07-28 20:13:51",3,
3672,default,"2014-07-28 20:13:51",3,
3679,default,"2014-07-28 20:14:16",3,
3680,default,"2014-07-28 20:14:16",3,
3683,default,"2014-07-28 20:16:28",3,
3684,default,"2014-07-28 20:16:44",3,
3685,default,"2014-07-28 20:16:44",3,
3690,default,"2014-07-28 20:16:53",3,
3691,default,"2014-07-28 20:17:03",3,
3692,default,"2014-07-28 20:17:03",3,
3695,default,"2014-07-28 20:17:05",3,
3696,default,"2014-07-28 20:17:05",3,
3703,default,"2014-07-28 20:20:03",3,
3704,default,"2014-07-28 20:20:03",3,
3715,default,"2014-07-28 20:51:17",3,
3749,default,"2014-07-28 22:07:13",3,
3772,default,"2014-07-28 22:09:56",32,
3782,default,"2014-07-29 01:35:37",3,
3784,default,"2014-07-29 01:36:03",3,
3787,default,"2014-07-29 01:36:11",3,
3808,default,"2014-07-29 15:03:08",3,
3809,default,"2014-07-29 15:03:09",3,
3811,default,"2014-07-29 15:03:11",3,
3813,default,"2014-07-29 15:05:11",3,
3815,default,"2014-07-29 15:05:11",3,
3822,default,"2014-07-29 15:13:17",3,
3823,default,"2014-07-29 15:13:17",3,
3826,default,"2014-07-29 15:13:20",3,
3827,default,"2014-07-29 15:13:38",3,
3828,default,"2014-07-29 15:13:38",3,
3833,default,"2014-07-29 15:16:49",3,
3834,default,"2014-07-29 15:17:30",3,
3835,default,"2014-07-29 15:17:31",3,
3838,default,"2014-07-29 15:28:16",3,
3839,default,"2014-07-29 15:28:16",3,
3842,default,"2014-07-29 15:28:31",3,
3843,default,"2014-07-29 15:28:31",3,
3848,default,"2014-07-29 15:29:25",3,
3857,default,"2014-07-29 15:35:46",3,
3860,default,"2014-07-29 15:35:50",3,
3865,default,"2014-07-29 15:36:31",3,
3868,default,"2014-07-29 15:36:59",3,
3871,default,"2014-07-29 15:38:25",3,
3874,default,"2014-07-29 15:38:42",3,
3972,default,"2014-07-29 19:42:28",3,
3975,default,"2014-07-29 19:42:42",3,
3985,default,"2014-07-29 19:43:27",3,
3988,default,"2014-07-29 19:43:31",3,
3991,default,"2014-07-29 19:43:50",3,
3994,default,"2014-07-29 19:44:01",3,
3997,default,"2014-07-29 19:44:16",3,
4001,default,"2014-07-29 19:44:35",3,
4005,default,"2014-07-29 19:45:01",3,
4008,default,"2014-07-29 19:45:11",3,
4018,default,"2014-07-29 19:47:56",3,
4022,default,"2014-07-29 19:49:21",3,
4024,default,"2014-07-29 19:49:31",3,
4027,default,"2014-07-29 19:49:47",3,
4032,default,"2014-07-29 19:50:08",3,
4035,default,"2014-07-29 19:50:16",3,
4113,default,"2014-07-30 18:04:22",3,
4114,default,"2014-07-30 18:04:23",3,
4117,default,"2014-07-30 18:04:24",3,
4118,default,"2014-07-30 18:06:16",3,
4119,default,"2014-07-30 18:06:17",3,
4122,default,"2014-07-30 18:06:58",3,
4123,default,"2014-07-30 18:06:59",3,
4128,default,"2014-07-30 18:08:45",3,
4129,default,"2014-07-30 18:08:46",3,
4131,default,"2014-07-30 18:08:48",3,
4133,default,"2014-07-30 18:08:51",3,
4134,default,"2014-07-30 18:08:51",3,
4135,default,"2014-07-30 18:09:10",3,
4136,default,"2014-07-30 18:09:10",3,
4144,default,"2014-07-30 18:11:14",3,
4145,default,"2014-07-30 18:11:14",3,
4148,default,"2014-07-30 18:11:19",3,
4149,default,"2014-07-30 18:11:33",3,
4150,default,"2014-07-30 18:11:33",3,
4153,default,"2014-07-30 18:12:01",3,
4154,default,"2014-07-30 18:12:02",3,
4168,default,"2014-07-30 18:13:18",3,
4169,default,"2014-07-30 18:13:19",3,
4172,default,"2014-07-30 18:13:21",3,
4173,default,"2014-07-30 18:13:42",3,
4175,default,"2014-07-30 18:13:42",3,
4177,default,"2014-07-30 18:15:29",3,
4178,default,"2014-07-30 18:15:30",3,
4183,default,"2014-07-30 18:16:21",3,
4185,default,"2014-07-30 18:16:30",3,
4186,default,"2014-07-30 18:16:31",3,
4190,default,"2014-07-30 18:18:26",3,
4198,default,"2014-07-30 18:20:05",3,
4199,default,"2014-07-30 18:20:28",3,
4220,default,"2014-07-30 18:31:57",3,
4223,default,"2014-07-30 18:32:08",3,
4230,default,"2014-07-30 18:33:33",3,
4233,default,"2014-07-30 18:33:45",3,
4249,default,"2014-07-30 18:37:45",3,
4253,default,"2014-07-30 18:38:02",3,
4258,default,"2014-07-30 18:38:07",3,
4259,default,"2014-07-30 18:38:48",3,
4260,default,"2014-07-30 18:38:48",3,
4265,default,"2014-07-30 18:41:03",3,
4266,default,"2014-07-30 18:41:04",3,
4269,default,"2014-07-30 18:41:18",3,
4270,default,"2014-07-30 18:41:19",3,
4271,default,"2014-07-30 18:41:20",3,
4272,default,"2014-07-30 18:41:24",3,
4273,default,"2014-07-30 18:41:24",3,
4278,default,"2014-07-30 18:41:34",3,
4279,default,"2014-07-30 18:41:51",3,
4280,default,"2014-07-30 18:41:51",3,
4283,default,"2014-07-30 18:42:12",3,
4284,default,"2014-07-30 18:42:12",3,
4287,default,"2014-07-30 18:42:16",3,
4288,default,"2014-07-30 18:42:16",3,
4289,default,"2014-07-30 18:42:40",3,
4290,default,"2014-07-30 18:42:41",3,
4293,default,"2014-07-30 18:43:55",3,
4294,default,"2014-07-30 18:43:56",3,
4297,default,"2014-07-30 18:44:03",3,
4298,default,"2014-07-30 18:44:03",3,
4299,default,"2014-07-30 18:44:15",3,
4300,default,"2014-07-30 18:44:16",3,
4304,default,"2014-07-30 18:44:45",3,
4305,default,"2014-07-30 18:44:45",3,
4310,default,"2014-07-30 18:45:14",3,
4311,default,"2014-07-30 18:45:14",3,
4313,default,"2014-07-30 18:45:17",3,
4315,default,"2014-07-30 18:46:11",3,
4316,default,"2014-07-30 18:46:11",3,
4319,default,"2014-07-30 18:46:41",3,
4320,default,"2014-07-30 18:46:41",3,
4323,default,"2014-07-30 18:46:45",3,
4324,default,"2014-07-30 18:46:45",3,
4327,default,"2014-07-30 18:46:59",3,
4328,default,"2014-07-30 18:46:59",3,
